UITVOERDER;TITEL;;;;;;;;;;;;Uitvoerder;Titel
Smiths;There is a light that never goes out;;;;;;;;;;;;Smiths;*There is a light that never goes out
Smiths;This Charming Man;;;;;;;;;;;;Smiths;*This Charming Man
Smokie;Living next door to Alice;;;;;;;;;;;;Smokie;*Living next door to Alice
SNAP!;Rhythm is a dancer;;;;;;;;;;;;SNAP!;*Rhythm is a dancer
Sneaky Sound System;Pictures;;;;;;;;;;;;Sneaky Sound System;*Pictures
Sniff'n the Tears;Driver's Seat;;;;;;;;;;;;Sniff'n the Tears;*Driver's Seat
Snow;Informer;;;;;;;;;;;;Snow;*Informer
Snow Patrol;Called Out In The Dark;;;;;;;;;;;;Snow Patrol;*Called Out In The Dark
Snow Patrol;Chasing Cars;;;;;;;;;;;;Snow Patrol;*Chasing Cars
Snow Patrol;Run;;;;;;;;;;;;Snow Patrol;*Run
Soft Cell;Tainted Love;;;;;;;;;;;;Soft Cell;*Tainted Love
Sonny and Cher;I Got You Babe (Sonny / Cher);;;;;;;;;;;;Sonny and Cher;*I Got You Babe (Sonny / Cher)
Sophie Ellis Bextor;Murder on the Dancefloor;;;;;;;;;;;;Sophie Ellis Bextor;*Murder on the Dancefloor
Soul Asylum;Runaway Train;;;;;;;;;;;;Soul Asylum;*Runaway Train
Soulsister;The way to your heart;;;;;;;;;;;;Soulsister;*The way to your heart
Soulwax;Caramel;;;;;;;;;;;;Soulwax;*Caramel
Soundgarden;Black Hole Sun;;;;;;;;;;;;Soundgarden;*Black Hole Sun
Soundgarden;Spoonman;;;;;;;;;;;;Soundgarden;*Spoonman
Spandau Ballet;Gold;;;;;;;;;;;;Spandau Ballet;*Gold
Spandau Ballet;Only when you leave;;;;;;;;;;;;Spandau Ballet;*Only when you leave
Spandau Ballet;Through The Barricades;;;;;;;;;;;;Spandau Ballet;*Through The Barricades
Spandau Ballet;True (+ duet);;;;;;;;;;;;Spandau Ballet;*True (+ duet)
Spice Girls;2 Become 1;;;;;;;;;;;;Spice Girls;*2 Become 1
Spice Girls;Mama;;;;;;;;;;;;Spice Girls;*Mama
Spice Girls;Say You'll Be There;;;;;;;;;;;;Spice Girls;*Say You'll Be There
Spice Girls;Spice Up Your Life;;;;;;;;;;;;Spice Girls;*Spice Up Your Life
Spice Girls;Stop;;;;;;;;;;;;Spice Girls;*Stop
Spice Girls;Viva forever;;;;;;;;;;;;Spice Girls;*Viva forever
Spice Girls;Wannabe;;;;;;;;;;;;Spice Girls;*Wannabe
Spice Girls;Who do you think you are;;;;;;;;;;;;Spice Girls;*Who do you think you are
Spider Murphy Gang;Skandal Im Sperrbezirk;;;;;;;;;;;;Spider Murphy Gang;*Skandal Im Sperrbezirk
Spiller & Sophie Ellis-Bextor;Groovejet (If this ain't love);;;;;;;;;;;;Spiller & Sophie Ellis-Bextor;*Groovejet (If this ain't love)
Spin Doctors;Two Princes;;;;;;;;;;;;Spin Doctors;*Two Princes
Starship;Nothing's Gonna Stop Us Now;;;;;;;;;;;;Starship;*Nothing's Gonna Stop Us Now
Starship;We Built this City (Grace / Mickey);;;;;;;;;;;;Starship;*We Built this City (Grace / Mickey)
Stash;Sadness;;;;;;;;;;;;Stash;*Sadness
Status Quo;In the Army now;;;;;;;;;;;;Status Quo;*In the Army now
Status Quo;Rockin All Over The World;;;;;;;;;;;;Status Quo;*Rockin All Over The World
Status Quo;Whatever You Want;;;;;;;;;;;;Status Quo;*Whatever You Want
Stealers Wheel;Stuck in the middle with you;;;;;;;;;;;;Stealers Wheel;*Stuck in the middle with you
Steppenwolf;Born to be wild;;;;;;;;;;;;Steppenwolf;*Born to be wild
Steps;Deeper Shade Of Blue;;;;;;;;;;;;Steps;*Deeper Shade Of Blue
Stereophonics;Dakota;;;;;;;;;;;;Stereophonics;*Dakota
Steriogram;Walkie Talkie Man;;;;;;;;;;;;Steriogram;*Walkie Talkie Man
Steve Miller Band;Abracadabra;;;;;;;;;;;;Steve Miller Band;*Abracadabra
Steve Miller Band;Fly Like an Eagle;;;;;;;;;;;;Steve Miller Band;*Fly Like an Eagle
Steve Miller Band;The Joker;;;;;;;;;;;;Steve Miller Band;*The Joker
Steve Winwood;Valerie;;;;;;;;;;;;Steve Winwood;*Valerie
Stevie Wonder;I just called to say I love you;;;;;;;;;;;;Stevie Wonder;*I just called to say I love you
Stevie Wonder;Isn't she lovely;;;;;;;;;;;;Stevie Wonder;*Isn't she lovely
Stevie Wonder;Part-Time Lover;;;;;;;;;;;;Stevie Wonder;*Part-Time Lover
Stevie Wonder;Superstition;;;;;;;;;;;;Stevie Wonder;*Superstition
Sting;Englishman in New York;;;;;;;;;;;;Sting;*Englishman in New York
Sting;Fields of Gold;;;;;;;;;;;;Sting;*Fields of Gold
Sting;If you love somebody set them free;;;;;;;;;;;;Sting;*If you love somebody set them free
Sting;Russians;;;;;;;;;;;;Sting;*Russians
Sting;Shape of My Heart;;;;;;;;;;;;Sting;*Shape of My Heart
Sting ft. Eric Clapton;It's probably me;;;;;;;;;;;;Sting ft. Eric Clapton;*It's probably me
Stone Roses;Fools Gold;;;;;;;;;;;;Stone Roses;*Fools Gold
Stone Roses;I Wanna Be Adored;;;;;;;;;;;;Stone Roses;*I Wanna Be Adored
Stone Temple Pilots;Creep;;;;;;;;;;;;Stone Temple Pilots;*Creep
Stone Temple Pilots;Plush;;;;;;;;;;;;Stone Temple Pilots;*Plush
Stone Temple Pilots;Vasoline;;;;;;;;;;;;Stone Temple Pilots;*Vasoline
Stranglers;Always The Sun;;;;;;;;;;;;Stranglers;*Always The Sun
Stranglers;Golden brown;;;;;;;;;;;;Stranglers;*Golden brown
Stray Cats;Rock this town;;;;;;;;;;;;Stray Cats;*Rock this town
Strokes;Last nite;;;;;;;;;;;;Strokes;*Last nite
Stromae;Alors on danse;;;;;;;;;;;;Stromae;*Alors on danse
Stromae;Formidable;;;;;;;;;;;;Stromae;*Formidable
Stromae;Papaoutai;;;;;;;;;;;;Stromae;*Papaoutai
Stromae;Tous Les Mêmes;;;;;;;;;;;;Stromae;*Tous Les Mêmes
Stromae ;L'enfer;;;;;;;;;;;;Stromae ;*L'enfer
Sublime;Santeria;;;;;;;;;;;;Sublime;*Santeria
Suede;Animal Nitrate;;;;;;;;;;;;Suede;*Animal Nitrate
Sugababes;About You Now;;;;;;;;;;;;Sugababes;*About You Now
Sugababes;Push The Button;;;;;;;;;;;;Sugababes;*Push The Button
Sugababes;Red Dress;;;;;;;;;;;;Sugababes;*Red Dress
Sugababes;Round Round;;;;;;;;;;;;Sugababes;*Round Round
Sugababes;Too Lost In You;;;;;;;;;;;;Sugababes;*Too Lost In You
Sugababes;Ugly;;;;;;;;;;;;Sugababes;*Ugly
Sum 41;Fat Lip;;;;;;;;;;;;Sum 41;*Fat Lip
Sum 41;In Too Deep;;;;;;;;;;;;Sum 41;*In Too Deep
Sum 41;Pieces;;;;;;;;;;;;Sum 41;*Pieces
Sunrise Ave;Fairytale Gone Bad;;;;;;;;;;;;Sunrise Ave;*Fairytale Gone Bad
Supergrass;Alright;;;;;;;;;;;;Supergrass;*Alright
Supertramp;Dreamer;;;;;;;;;;;;Supertramp;*Dreamer
Supertramp;Give A Little Bit;;;;;;;;;;;;Supertramp;*Give A Little Bit
Supertramp;The Logical Song;;;;;;;;;;;;Supertramp;*The Logical Song
Supremes;Stop In The Name Of Love;;;;;;;;;;;;Supremes;*Stop In The Name Of Love
Supremes;You Can't Hurry Love;;;;;;;;;;;;Supremes;*You Can't Hurry Love
Survivor;Burning Heart;;;;;;;;;;;;Survivor;*Burning Heart
Survivor;Eye Of The Tiger;;;;;;;;;;;;Survivor;*Eye Of The Tiger
Suzanne Vega;Luka;;;;;;;;;;;;Suzanne Vega;*Luka
Swedish House Mafia;Don't You Worry Child;;;;;;;;;;;;Swedish House Mafia;*Don't You Worry Child
Swedish House Mafia;One (Your Name);;;;;;;;;;;;Swedish House Mafia;*One (Your Name)
Swedish House Mafia;Save The World (Tonight);;;;;;;;;;;;Swedish House Mafia;*Save The World (Tonight)
Sweet;Ballroom Blitz;;;;;;;;;;;;Sweet;*Ballroom Blitz
Sweet;Fox on the run;;;;;;;;;;;;Sweet;*Fox on the run
Swing Out Sister;Breakout;;;;;;;;;;;;Swing Out Sister;*Breakout
Swing Out Sister;Surrender;;;;;;;;;;;;Swing Out Sister;*Surrender
Sydney Youngblood;If only i could;;;;;;;;;;;;Sydney Youngblood;*If only i could
Sydney Youngblood;Sit and wait;;;;;;;;;;;;Sydney Youngblood;*Sit and wait
Sylver;Why Worry;;;;;;;;;;;;Sylver;*Why Worry
System of a Down;Aerials;;;;;;;;;;;;System of a Down;*Aerials
System Of a Down;Chop Suey;;;;;;;;;;;;System Of a Down;*Chop Suey
T. Rex;Children of the Revolution;;;;;;;;;;;;T. Rex;*Children of the Revolution
T. Rex;Get it on;;;;;;;;;;;;T. Rex;*Get it on
t.A.T.u.;All the things she said;;;;;;;;;;;;t.A.T.u.;*All the things she said
Taio Cruz;Dynamite;;;;;;;;;;;;Taio Cruz;*Dynamite
Take That;Babe;;;;;;;;;;;;Take That;*Babe
Take That;Back For Good;;;;;;;;;;;;Take That;*Back For Good
Take That;Could It Be Magic;;;;;;;;;;;;Take That;*Could It Be Magic
Take That;Love Ain't Here Anymore;;;;;;;;;;;;Take That;*Love Ain't Here Anymore
Take That;Pray;;;;;;;;;;;;Take That;*Pray
Take That;Relight My Fire;;;;;;;;;;;;Take That;*Relight My Fire
Talk Talk;It's my life;;;;;;;;;;;;Talk Talk;*It's my life
Talk Talk;Such A Shame;;;;;;;;;;;;Talk Talk;*Such A Shame
Talking Heads;And she was;;;;;;;;;;;;Talking Heads;*And she was
Talking Heads;Burning Down The House;;;;;;;;;;;;Talking Heads;*Burning Down The House
Talking Heads;Once in a Lifetime;;;;;;;;;;;;Talking Heads;*Once in a Lifetime
Talking Heads;Psycho Killer;;;;;;;;;;;;Talking Heads;*Psycho Killer
Tasmin Archer;Sleeping Satellite;;;;;;;;;;;;Tasmin Archer;*Sleeping Satellite
Tatu;All About Us;;;;;;;;;;;;Tatu;*All About Us
Tavares;Heaven must be missing an angel;;;;;;;;;;;;Tavares;*Heaven must be missing an angel
Taylor Dayne;Prove your love;;;;;;;;;;;;Taylor Dayne;*Prove your love
Taylor Dayne;Tell it to my heart;;;;;;;;;;;;Taylor Dayne;*Tell it to my heart
Taylor Swift;Bad Blood;;;;;;;;;;;;Taylor Swift;*Bad Blood
Taylor Swift;Blank Space;;;;;;;;;;;;Taylor Swift;*Blank Space
Taylor Swift;Look What You Made Me Do;;;;;;;;;;;;Taylor Swift;*Look What You Made Me Do
Taylor Swift;Lover;;;;;;;;;;;;Taylor Swift;*Lover
Taylor Swift;Shake It Off;;;;;;;;;;;;Taylor Swift;*Shake It Off
Taylor Swift;Wildest Dreams;;;;;;;;;;;;Taylor Swift;*Wildest Dreams
Taylor Swift;You need to calm down;;;;;;;;;;;;Taylor Swift;*You need to calm down
Taylor Swift ft Bon Iver;exile;;;;;;;;;;;;Taylor Swift ft Bon Iver;*exile
Taylor Swift ft. Kendrick Lamar;Bad Blood (Remix);;;;;;;;;;;;Taylor Swift ft. Kendrick Lamar;*Bad Blood (Remix)
Teach-In;Ding-a-dong;;;;;;;;;;;;Teach-In;*Ding-a-dong
Tears for Fears;Everybody Wants To Rule The World;;;;;;;;;;;;Tears for Fears;*Everybody Wants To Rule The World
Tears For Fears;Shout;;;;;;;;;;;;Tears For Fears;*Shout
Tears For Fears;Sowing The Seeds Of Love;;;;;;;;;;;;Tears For Fears;*Sowing The Seeds Of Love
Tears for Fears ;Change;;;;;;;;;;;;Tears for Fears ;*Change
Tears for Fears ;Mad World;;;;;;;;;;;;Tears for Fears ;*Mad World
Tears for Fears ;Woman in chains;;;;;;;;;;;;Tears for Fears ;*Woman in chains
Technotronic;Pump Up The Jam;;;;;;;;;;;;Technotronic;*Pump Up The Jam
Teddy Swims;Lose Control;;;;;;;;;;;;Teddy Swims;*Lose Control
Temptations;Get Ready;;;;;;;;;;;;Temptations;*Get Ready
Temptations;My Girl;;;;;;;;;;;;Temptations;*My Girl
Temptations;Papa Was A Rollin' Stone;;;;;;;;;;;;Temptations;*Papa Was A Rollin' Stone
Tenacious D;Classico;;;;;;;;;;;;Tenacious D;*Classico
Tenacious D;Fuck Her Gently;;;;;;;;;;;;Tenacious D;*Fuck Her Gently
Tenacious D;Master Exploder;;;;;;;;;;;;Tenacious D;*Master Exploder
Tenacious D;Rize of the Fenix;;;;;;;;;;;;Tenacious D;*Rize of the Fenix
Tenacious D;Tribute;;;;;;;;;;;;Tenacious D;*Tribute
Terence Trent D´Arby;Dance little sister;;;;;;;;;;;;Terence Trent D´Arby;*Dance little sister
Terence Trent D'Arby;If you let me stay;;;;;;;;;;;;Terence Trent D'Arby;*If you let me stay
Terence Trent D'Arby;Sign Your Name;;;;;;;;;;;;Terence Trent D'Arby;*Sign Your Name
Texas;I don't want a lover;;;;;;;;;;;;Texas;*I don't want a lover
Texas;Inner Smile;;;;;;;;;;;;Texas;*Inner Smile
Texas;Summer Son;;;;;;;;;;;;Texas;*Summer Son
Thin Lizzy;The Boys Are Back In Town;;;;;;;;;;;;Thin Lizzy;*The Boys Are Back In Town
Three Days Grace;I Hate Everything About You;;;;;;;;;;;;Three Days Grace;*I Hate Everything About You
Three Doors Down;Here Without You;;;;;;;;;;;;Three Doors Down;*Here Without You
Tiffany;I Think We're Alone Now;;;;;;;;;;;;Tiffany;*I Think We're Alone Now
Tim Toupet;... So ein schöner Tag (Fliegerlied);;;;;;;;;;;;Tim Toupet;*... So ein schöner Tag (Fliegerlied)
Timbaland ft. Keri Hilson;The way I are;;;;;;;;;;;;Timbaland ft. Keri Hilson;*The way I are
Timbaland ft. Nelly Furtado;Morning After Dark;;;;;;;;;;;;Timbaland ft. Nelly Furtado;*Morning After Dark
Tina Arena;Chains;;;;;;;;;;;;Tina Arena;*Chains
Tina Turner;GoldenEye;;;;;;;;;;;;Tina Turner;*GoldenEye
Tina Turner;Private dancer;;;;;;;;;;;;Tina Turner;*Private dancer
Tina Turner;Steamy windows;;;;;;;;;;;;Tina Turner;*Steamy windows
Tina Turner;The Best;;;;;;;;;;;;Tina Turner;*The Best
Tina Turner;Typical Male;;;;;;;;;;;;Tina Turner;*Typical Male
Tina Turner;We Don't Need Another Hero;;;;;;;;;;;;Tina Turner;*We Don't Need Another Hero
Tina Turner;What's Love Got To Do With It;;;;;;;;;;;;Tina Turner;*What's Love Got To Do With It
Ting Tings;Great DJ;;;;;;;;;;;;Ting Tings;*Great DJ
Ting Tings;That's Not My Name;;;;;;;;;;;;Ting Tings;*That's Not My Name
Ting Tings;We walk;;;;;;;;;;;;Ting Tings;*We walk
TLC;No Scrubs;;;;;;;;;;;;TLC;*No Scrubs
TLC;UnPretty;;;;;;;;;;;;TLC;*UnPretty
TLC;Waterfalls;;;;;;;;;;;;TLC;*Waterfalls
Tokio Hotel;Durch den Monsun;;;;;;;;;;;;Tokio Hotel;*Durch den Monsun
Tokio Hotel;Schrei;;;;;;;;;;;;Tokio Hotel;*Schrei
Tom Jones;Delilah;;;;;;;;;;;;Tom Jones;*Delilah
Tom Jones;It's Not Unusual;;;;;;;;;;;;Tom Jones;*It's Not Unusual
Tom Jones;Sex Bomb;;;;;;;;;;;;Tom Jones;*Sex Bomb
Tom Jones;What's New Pussycat;;;;;;;;;;;;Tom Jones;*What's New Pussycat
Tom Odell;Another Love;;;;;;;;;;;;Tom Odell;*Another Love
Tom Petty;Free Fallin;;;;;;;;;;;;Tom Petty;*Free Fallin
Tom Walker;Leave a Light On;;;;;;;;;;;;Tom Walker;*Leave a Light On
Tones And I;Dance Monkey;;;;;;;;;;;;Tones And I;*Dance Monkey
Tony Marshall;Schöne Maid;;;;;;;;;;;;Tony Marshall;*Schöne Maid
Tool;Parabola;;;;;;;;;;;;Tool;*Parabola
Tool;Schism;;;;;;;;;;;;Tool;*Schism
Tool;Sober;;;;;;;;;;;;Tool;*Sober
Toto;Africa;;;;;;;;;;;;Toto;*Africa
Toto;Hold The Line;;;;;;;;;;;;Toto;*Hold The Line
Toto;I'll be over you;;;;;;;;;;;;Toto;*I'll be over you
Toto;Rosanna;;;;;;;;;;;;Toto;*Rosanna
Toto;Stop loving you;;;;;;;;;;;;Toto;*Stop loving you
Toto Cutugno;L'italiano;;;;;;;;;;;;Toto Cutugno;*L'italiano
Toy Story;Je bent een vriend van mij;;;;;;;;;;;;Toy Story;*Je bent een vriend van mij
T'Pau;China In Your Hand;;;;;;;;;;;;T'Pau;*China In Your Hand
Tracey Ullman;Breakaway;;;;;;;;;;;;Tracey Ullman;*Breakaway
Train;Drops of Jupiter;;;;;;;;;;;;Train;*Drops of Jupiter
Train;Hey, Soul Sister;;;;;;;;;;;;Train;*Hey, Soul Sister
Travis;Sing;;;;;;;;;;;;Travis;*Sing
T-Rex;20th Century Boy;;;;;;;;;;;;T-Rex;*20th Century Boy
Twisted Sister;I Wanna Rock;;;;;;;;;;;;Twisted Sister;*I Wanna Rock
Twisted Sister;Oh Come All Ye Faithful;;;;;;;;;;;;Twisted Sister;*Oh Come All Ye Faithful
U2;Beautiful Day;;;;;;;;;;;;U2;*Beautiful Day
U2;Desire;;;;;;;;;;;;U2;*Desire
U2;Elevation;;;;;;;;;;;;U2;*Elevation
U2;I will follow;;;;;;;;;;;;U2;*I will follow
U2;Mysterious Ways;;;;;;;;;;;;U2;*Mysterious Ways
U2;One;;;;;;;;;;;;U2;*One
U2;Pride (In the name of love);;;;;;;;;;;;U2;*Pride (In the name of love)
U2;Still Haven't Found What I'm Looking For;;;;;;;;;;;;U2;*Still Haven't Found What I'm Looking For
U2;Sunday Bloody Sunday;;;;;;;;;;;;U2;*Sunday Bloody Sunday
U2;The Unforgettable Fire;;;;;;;;;;;;U2;*The Unforgettable Fire
U2;Vertigo;;;;;;;;;;;;U2;*Vertigo
U2;Where the streets have no name;;;;;;;;;;;;U2;*Where the streets have no name
U2;With Or Without You;;;;;;;;;;;;U2;*With Or Without You
UB40;(I can't help) Falling in love with you;;;;;;;;;;;;UB40;*(I can't help) Falling in love with you
UB40;Kingston Town;;;;;;;;;;;;UB40;*Kingston Town
UB40;Rat in mi kitchen;;;;;;;;;;;;UB40;*Rat in mi kitchen
UB40;Red Red Wine;;;;;;;;;;;;UB40;*Red Red Wine
UB40;Sing our own song;;;;;;;;;;;;UB40;*Sing our own song
UB40;The way you do the things you do;;;;;;;;;;;;UB40;*The way you do the things you do
UB40 with Chrissie Hynde;I Got You Babe;;;;;;;;;;;;UB40 with Chrissie Hynde;*I Got You Babe
Ultra Nate;Free;;;;;;;;;;;;Ultra Nate;*Free
Ultravox;Dancing with tears in my eyes;;;;;;;;;;;;Ultravox;*Dancing with tears in my eyes
Ultravox;Vienna;;;;;;;;;;;;Ultravox;*Vienna
Umberto Tozzi;Gloria;;;;;;;;;;;;Umberto Tozzi;*Gloria
Uncle Kracker;Follow Me;;;;;;;;;;;;Uncle Kracker;*Follow Me
Usher;Scream;;;;;;;;;;;;Usher;*Scream
Usher;U Remind Me;;;;;;;;;;;;Usher;*U Remind Me
Usher & Pitbull;DJ Got Us Falling In Love Again;;;;;;;;;;;;Usher & Pitbull;*DJ Got Us Falling In Love Again
Usher ft. Lil Jon & Ludacris;Yeah!;;;;;;;;;;;;Usher ft. Lil Jon & Ludacris;*Yeah!
Valeria Rossi;Tre parole;;;;;;;;;;;;Valeria Rossi;*Tre parole
Van Halen;Jump;;;;;;;;;;;;Van Halen;*Jump
Van Halen;Runnin' with the Devil;;;;;;;;;;;;Van Halen;*Runnin' with the Devil
Van Halen;You Really Got Me;;;;;;;;;;;;Van Halen;*You Really Got Me
Van Morrison;Brown Eyed Girl;;;;;;;;;;;;Van Morrison;*Brown Eyed Girl
Vanessa Amorosi;Perfect;;;;;;;;;;;;Vanessa Amorosi;*Perfect
Vanessa Carlton;A thousand miles;;;;;;;;;;;;Vanessa Carlton;*A thousand miles
Vanessa Paradis;Be My Baby;;;;;;;;;;;;Vanessa Paradis;*Be My Baby
Vanessa Paradis;Joe le taxi;;;;;;;;;;;;Vanessa Paradis;*Joe le taxi
Vanessa Paradis;Tandem;;;;;;;;;;;;Vanessa Paradis;*Tandem
Vanessa Williams;Save the best for last;;;;;;;;;;;;Vanessa Williams;*Save the best for last
Vanilla Ice;Ice Ice Baby;;;;;;;;;;;;Vanilla Ice;*Ice Ice Baby
Vaya Con Dios;Just A Friend Of Mine;;;;;;;;;;;;Vaya Con Dios;*Just A Friend Of Mine
Vaya Con Dios;Nah Neh Nah;;;;;;;;;;;;Vaya Con Dios;*Nah Neh Nah
Vaya Con Dios;Puerto Rico;;;;;;;;;;;;Vaya Con Dios;*Puerto Rico
Vaya Con Dios;What's A Woman;;;;;;;;;;;;Vaya Con Dios;*What's A Woman
Vengaboys;Boom Boom Boom Boom;;;;;;;;;;;;Vengaboys;*Boom Boom Boom Boom
Vengaboys;Shalalalala;;;;;;;;;;;;Vengaboys;*Shalalalala
Vengaboys;We Like To Party;;;;;;;;;;;;Vengaboys;*We Like To Party
Vengaboys;We're Going To Ibiza;;;;;;;;;;;;Vengaboys;*We're Going To Ibiza
Veronicas;4ever;;;;;;;;;;;;Veronicas;*4ever
Veronicas;Untouched;;;;;;;;;;;;Veronicas;*Untouched
Verve;Bitter Sweet Symphony;;;;;;;;;;;;Verve;*Bitter Sweet Symphony
Verve;The Drugs Don't Work;;;;;;;;;;;;Verve;*The Drugs Don't Work
Village People;In the Navy;;;;;;;;;;;;Village People;*In the Navy
Village People;Macho man;;;;;;;;;;;;Village People;*Macho man
Village People;YMCA;;;;;;;;;;;;Village People;*YMCA
Visage;Fade to grey;;;;;;;;;;;;Visage;*Fade to grey
Volbeat;Heaven nor hell;;;;;;;;;;;;Volbeat;*Heaven nor hell
W.A.S.P.;I wanna be somebody;;;;;;;;;;;;W.A.S.P.;*I wanna be somebody
WALK THE MOON;Shut Up And Dance;;;;;;;;;;;;WALK THE MOON;*Shut Up And Dance
Wang Chung;Dance hall days;;;;;;;;;;;;Wang Chung;*Dance hall days
Waterboys;The Whole of the Moon;;;;;;;;;;;;Waterboys;*The Whole of the Moon
Watershed;Indigo Girl;;;;;;;;;;;;Watershed;*Indigo Girl
Wax;Right between the eyes;;;;;;;;;;;;Wax;*Right between the eyes
Weather Girls;It's Raining Men;;;;;;;;;;;;Weather Girls;*It's Raining Men
Weeknd;Blinding Lights;;;;;;;;;;;;Weeknd;*Blinding Lights
Weeknd;Can't Feel My Face;;;;;;;;;;;;Weeknd;*Can't Feel My Face
Weeknd;In Your Eyes;;;;;;;;;;;;Weeknd;*In Your Eyes
Weeknd;Out of Time;;;;;;;;;;;;Weeknd;*Out of Time
Weeknd;Save your tears;;;;;;;;;;;;Weeknd;*Save your tears
Weeknd feat. Ariana Grande ;Save Your Tears (+ duet);;;;;;;;;;;;Weeknd feat. Ariana Grande ;*Save Your Tears (+ duet)
Weeknd ft. Daft Punk;I Feel It Coming;;;;;;;;;;;;Weeknd ft. Daft Punk;*I Feel It Coming
Weeknd ft. Daft Punk;Starboy;;;;;;;;;;;;Weeknd ft. Daft Punk;*Starboy
Weezer;Buddy Holly;;;;;;;;;;;;Weezer;*Buddy Holly
Weezer;Island in the Sun;;;;;;;;;;;;Weezer;*Island in the Sun
Wencke Myrhe;Er Hat Ein Knallrotes Gummiboot;;;;;;;;;;;;Wencke Myrhe;*Er Hat Ein Knallrotes Gummiboot
Westlife;Flying Without Wings;;;;;;;;;;;;Westlife;*Flying Without Wings
Westlife;If I let you go;;;;;;;;;;;;Westlife;*If I let you go
Westlife;My love;;;;;;;;;;;;Westlife;*My love
Westlife;Swear It Again;;;;;;;;;;;;Westlife;*Swear It Again
Westlife;World of Our Own;;;;;;;;;;;;Westlife;*World of Our Own
Wet Wet Wet;Love Is All Around;;;;;;;;;;;;Wet Wet Wet;*Love Is All Around
Wham;Club Tropicana;;;;;;;;;;;;Wham;*Club Tropicana
Wham;Everything she wants;;;;;;;;;;;;Wham;*Everything she wants
Wham;Last Christmas (+ duet);;;;;;;;;;;;Wham;*Last Christmas (+ duet)
Wham;The Edge of Heaven;;;;;;;;;;;;Wham;*The Edge of Heaven
Wham;Wake Me Up Before You Go-Go;;;;;;;;;;;;Wham;*Wake Me Up Before You Go-Go
Wheatus;Teenage Dirtbag;;;;;;;;;;;;Wheatus;*Teenage Dirtbag
Whigfield;Saturday Night;;;;;;;;;;;;Whigfield;*Saturday Night
White Stripes;I Just Don't Know What To Do With Myself;;;;;;;;;;;;White Stripes;*I Just Don't Know What To Do With Myself
White Stripes;Seven Nation Army;;;;;;;;;;;;White Stripes;*Seven Nation Army
White Stripes;The Hardest Button to Button;;;;;;;;;;;;White Stripes;*The Hardest Button to Button
Whitesnake;Here I go again;;;;;;;;;;;;Whitesnake;*Here I go again
Whitesnake;Is this love;;;;;;;;;;;;Whitesnake;*Is this love
Whitney Houston;Greatest Love Of All;;;;;;;;;;;;Whitney Houston;*Greatest Love Of All
Whitney Houston;How Will I Know;;;;;;;;;;;;Whitney Houston;*How Will I Know
Whitney Houston;I Have Nothing;;;;;;;;;;;;Whitney Houston;*I Have Nothing
Whitney Houston;I Wanna Dance With Somebody;;;;;;;;;;;;Whitney Houston;*I Wanna Dance With Somebody
Whitney Houston;I Will Always Love You;;;;;;;;;;;;Whitney Houston;*I Will Always Love You
Whitney Houston;I'm Your Baby Tonight;;;;;;;;;;;;Whitney Houston;*I'm Your Baby Tonight
Whitney Houston;My Love Is Your Love;;;;;;;;;;;;Whitney Houston;*My Love Is Your Love
Whitney Houston;One Moment In Time;;;;;;;;;;;;Whitney Houston;*One Moment In Time
Whitney Houston;Saving All My Love For You;;;;;;;;;;;;Whitney Houston;*Saving All My Love For You
Whitney Houston & Enrique Iglesias;Could I have this kiss forever;;;;;;;;;;;;Whitney Houston & Enrique Iglesias;*Could I have this kiss forever
Who;Baba O'Riley;;;;;;;;;;;;Who;*Baba O'Riley
Who;Behind Blue Eyes;;;;;;;;;;;;Who;*Behind Blue Eyes
Who;My Generation (Live at Leeds);;;;;;;;;;;;Who;*My Generation (Live at Leeds)
Who;Pinball Wizerd;;;;;;;;;;;;Who;*Pinball Wizerd
Who;Won't get fooled again;;;;;;;;;;;;Who;*Won't get fooled again
Will Young;Switch It On;;;;;;;;;;;;Will Young;*Switch It On
Will.I.Am;I Got It From My Mama;;;;;;;;;;;;Will.I.Am;*I Got It From My Mama
Will.I.Am & Britney Spears;Scream and Shout;;;;;;;;;;;;Will.I.Am & Britney Spears;*Scream and Shout
Wilson Phillips;Hold On;;;;;;;;;;;;Wilson Phillips;*Hold On
Wim Soutaer;Allemaal;;;;;;;;;;;;Wim Soutaer;*Allemaal
Winnie de Poeh;Winnie de Poeh;;;;;;;;;;;;Winnie de Poeh;*Winnie de Poeh
Within Temptation;Ice Queen;;;;;;;;;;;;Within Temptation;*Ice Queen
Within Temptation;Stand my ground;;;;;;;;;;;;Within Temptation;*Stand my ground
Within Temptation;What have you done;;;;;;;;;;;;Within Temptation;*What have you done
Wolfmother;Woman;;;;;;;;;;;;Wolfmother;*Woman
Wolter Kroes;Ik Heb De Hele Nacht Liggen Dromen;;;;;;;;;;;;Wolter Kroes;*Ik Heb De Hele Nacht Liggen Dromen
